,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Long E,Lat (N),Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs
720,DR,3,2/3/15 00:00,4,54,150,4,23:22:00,23:52:00,23:46:00,282188,8562826,1047,19 L,Craugastoridae,Noblella,sp,0,Hojarasca,Saltando,0.18,11,-,no,3Bd067,no,Una hora de lluvia moderada 16:30 - 17:50
721,DR,3,2/3/15 00:00,4,54,150,4,23:22:00,23:52:00,23:46:00,282188,8562826,1047,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.1,Hoja,Alerta,0.11,11.6,-,3688-3692,3Bd066,154423,Una hora de lluvia moderada 16:30 - 17:50
722,DR,3,2/3/15 00:00,4,54,150,4,23:22:00,23:52:00,23:39:00,282188,8562821,1046,19 L,Craugastoridae,Pristimantis,danae,0.1,Hoja,Activo,0.09,10,-,no,3Bd068,no,Una hora de lluvia moderada 16:30 - 17:50
723,DR,3,2/3/15 00:00,4,54,150,4,23:22:00,23:52:00,23:49:00,282213,8562840,1048,19 L,Craugastoridae,Pristimantis,danae,0.2,Hoja,Atento,0.08,9.7,-,no,3Bd069,no,Una hora de lluvia moderada 16:30 - 17:50
724,AB,5,14/7/2016,6,61,50,5,23:30:00,23:54:00,23:41:00,282262,8562418,1043,19L,Bufonidae,Rhinella,tacana,0.8,Rama,Alerta,3.37,31.6,,,5Bd103,,
725,AB,5,14/7/2016,6,61,50,5,23:30:00,23:54:00,23:43:00,282268,8562415,1044,19L,Craugastoridae,Pristimantis,danae,0.5,Hoja,Alerta,2.42,29.7,,,5Bd104,,
726,AB,5,14/7/2016,6,61,50,5,23:30:00,23:54:00,23:48:00,282231,8562467,1058,19L,Craugastoridae,Noblella,sp,0,Suelo,Saltando,0.14,10.4,,,5Bd105,22287,GPS aproximado
727,LC,2,28/09/2014,3,65,50,,23:30:00,00:10:00,23:54:00,8562719,282233,1011,19L,Craugastoridae,Pristimantis,olivaceus,50,sobre hoja ,amplexus,1.35,25.1,0,falta el codigo,2Bd057,154374,
728,LC,2,28/09/2014,3,65,50,,23:30:00,00:10:00,23:31:00,-,-,-,-,Bufonidae,Rhinella,tacana,50,sobre hoja,alerta,1.17,26,0,no tiene fotos,2Bd055,no,
729,LC,2,28/09/2014,3,65,50,3,23:30:00,00:10:00,23:46:00,-,-,-,-,Bufonidae,Rhinella,tacana,70,sobre hoja,alerta,1.15,24,0,no tiene fotos,2Bd054,no,
730,LC,2,28/09/2014,3,65,50,,23:30:00,00:10:00,23:54:00,8562719,282233,1011,19L,Craugastoridae,Pristimantis,olivaceus,50,sobre hoja,amplexus,0.65,18.7,0,falta el codigo,2Bd056,154373,
731,LC,2,26/09/2014,1,29,500,3,23:30:00,00:10:00,23:40:00,8562970,281887,929,19L,Hylidae,Osteocephalus,mimeticus,70,sobre hoja en una quebrada,activo,0.35,16.7,0,59-75,2Bd012,154353,juvenil
732,DR,3,2/5/15 00:00,6,70,50,4,23:30:00,00:00:00,23:30:00,-,-,-,-,Bufonidae,Rhinella,tacana,0.2,Tubo,Alerta,na,na,Desconocido,no,no,no,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho"
733,DR,3,2/2/15 00:00,3,64,50,4,23:30:00,00:00:00,23:42:00,-,-,-,-,Phyllomedusidae,Callimedusa,tomopterna,2,Hoja,Activo,4,42.6,-,no,3Bd033,no,Parcialmente nublado
734,DR,3,2/9/15 00:00,10,46,250,4,23:30:00,00:00:00,23:40:00,282277,8563078,945,19 L,Craugastoridae,Pristimantis,danae,1,Hoja,Alerta,2.45,20.2,-,no,3Bd208,no,Lluvia
735,DR,3,2/5/15 00:00,6,70,50,4,23:30:00,00:00:00,23:48:00,282439,8562762,1023,19 L,Bufonidae,Rhinella,tacana,0.3,Hoja,Alerta,2.23,29.7,-,no,3Bd131,no,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho"
736,DR,3,2/2/15 00:00,3,64,50,4,23:30:00,00:00:00,23:45:00,-,-,-,-,Craugastoridae,Oreobates,amarakaeri,0,Hojarasca,Saltando,1.2,24.7,-,no,3Bd034,no,Parcialmente nublado
737,DR,3,2/2/15 00:00,3,64,50,4,23:30:00,00:00:00,23:35:00,-,-,-,-,Bufonidae,Rhinella,tacana,1.5,Hoja,Activo,1.19,28.2,-,no,3Bd032,no,Parcialmente nublado
738,DR,3,2/5/15 00:00,6,70,50,4,23:30:00,00:00:00,23:58:00,281891,8562918,934,19 L,Bufonidae,Rhinella,tacana,0.2,Hoja,Alerta,1.18,18,-,no,3Bd128,no,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho"
739,DR,3,2/2/15 00:00,3,64,50,4,23:30:00,00:00:00,23:52:00,282198,8562647,1035,19 L,Bufonidae,Rhinella,tacana,0.7,Hoja,Activo,0.85,14.1,-,no,3Bd035,no,Parcialmente nublado
740,DR,3,2/2/15 00:00,3,64,50,4,23:30:00,00:00:00,23:07:00,282200,8562655,1004,19 L,Craugastoridae,Pristimantis,danae,0,Hojarasca,Atento,0.75,19.8,-,no,3Bd031,no,Parcialmente nublado
741,DR,3,2/5/15 00:00,6,70,50,4,23:30:00,00:00:00,23:56:00,282445,8562765,1085,19 L,Craugastoridae,Pristimantis,danae,0,Hojarasca,Activo,0.51,18.4,-,no,3Bd124,no,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho"
742,DR,3,2/5/15 00:00,6,70,50,4,23:30:00,00:00:00,23:45:00,282447,8562758,1022,19 L,Craugastoridae,Pristimantis,danae,0,Hojarasca,Saltando,0.46,18.4,-,no,3Bd130,no,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho"
743,DR,3,2/9/15 00:00,10,46,250,4,23:30:00,00:00:00,23:46:00,282283,8563070,946,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.1,Hoja,Alerta,0.39,14.8,-,no,3Bd209,154453,Lluvia
744,DR,3,2/5/15 00:00,6,70,50,4,23:30:00,00:00:00,23:48:00,282439,8562762,1023,19 L,Craugastoridae,Pristimantis,danae,0.7,Hoja,Activo,0.37,16.5,-,no,3Bd132,no,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho"
745,DR,3,2/2/15 00:00,3,64,50,4,23:30:00,00:00:00,23:58:00,282200,8562652,1036,19 L,Craugastoridae,Pristimantis,gagliardi,0.4,Hoja,Alerta,0.25,11.8,-,NO,3Bd036,no,Parcialmente nublado
746,DR,3,2/2/15 00:00,3,64,50,4,23:30:00,00:00:00,23:51:00,282198,8562647,1035,19 L,Bufonidae,Rhinella,tacana,0.6,Hoja,Atento,0.25,13.6,-,no,3Bd037,no,Parcialmente nublado
747,DR,3,2/9/15 00:00,10,46,250,4,23:30:00,00:00:00,23:33:00,282282,8563077,950,19 L,Craugastoridae,Pristimantis,danae,0.3,Hoja,Alerta,0.25,19.8,-,no,3Bd207,no,Lluvia
748,DR,3,2/5/15 00:00,6,70,50,4,23:30:00,00:00:00,23:56:00,282445,8562765,1085,19 L,Craugastoridae,Pristimantis,ockendeni,0.3,Hoja,Atento,0.16,12.1,-,no,3Bd126,no,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho"
749,DR,3,2/5/15 00:00,6,70,50,4,23:30:00,00:00:00,23:34:00,-,-,-,-,Craugastoridae,Pristimantis,aff pharangobates,0.3,Hoja,Alerta,0.15,13.3,-,no,3Bd127,no,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho"
750,DR,3,2/5/15 00:00,6,70,50,4,23:30:00,00:00:00,23:53:00,282439,8562769,1084,19 L,Craugastoridae,Pristimantis,danae,0.1,Hoja,Alerta,0.11,10.2,-,no,3Bd129,no,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho"
751,DR,3,2/5/15 00:00,6,70,50,4,23:30:00,00:00:00,23:50:00,282439,8562762,1023,19 L,Craugastoridae,Pristimantis,danae,0.2,Hoja,Alerta,0.09,9.9,-,no,3Bd125,no,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho"
752,RI,4,21/07/2015,8,66,50,5,23:31:00,23:55:00,23:45:00,-,-,-,-,Hylidae,Hypsiboas,sp nov,1,Hoja,Alerta,9.45,48.9,,,4Bd123,,
753,AB,5,15/7/2016,7,44,250,5,23:32:00,23:56:00,23:40:00,282220,8563030,965,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,1.15,22.5,,,5Bd129,,GPS aproximado
754,AB,5,15/7/2016,7,44,250,5,23:32:00,23:56:00,23:39:00,282205,8553015,973,19L,Craugastoridae,Noblella,sp,0,Suelo,Saltando,0.17,11.5,,,5Bd128,,
755,LC,2,10/1/14 00:00,6,28,500,3,23:33:00,23:13:00,23:13:00,-,-,-,-,Bufonidae,Rhinella,tacana,80,sobre hoja,activo,1.53,28.7,0,no tiene fotos,2Bd098,no,
756,DR,3,2/1/15 00:00,2,55,150,4,23:35:00,00:05:00,23:55:00,282235,8562914,980,19 L,Craugastoridae,Pristimantis,danae,0.1,Hoja,Alerta,0.07,8.9,-,107-5056/107-5062,3Bd017,no,Despejado con presencia de luna llena
757,DR,3,2/1/15 00:00,2,55,150,4,23:35:00,00:05:00,23:50:00,282232,8562904,1028,19 L,Bufonidae,Rhinella,tacana,0.6,Musgo,Alerta,0.07,9.8,-,107-5064/107-5070; 3575-3576;3520-3540;3549,3Bd018,no,Despejado con presencia de luna llena
758,RI,4,23/07/2015,9,67,50,3,23:36:00,1/1/00 00:16,00:15:00,282308,8562803,1015,,Craugastoridae,Pristimantis,danae,1.2,Hoja,Comiendo,3.9,35.6,,,4Bd142,,
759,RI,4,23/07/2015,9,67,50,3,23:36:00,1/1/00 00:16,00:01:00,282299,8562832,1003,,Bufonidae,Rhinella,tacana,1.3,Hoja,Activo,0.65,17.3,,,4Bd136,,
760,RI,4,23/07/2015,9,67,50,3,23:36:00,1/1/00 00:16,00:05:00,282309,8562822,1009,,Hylidae,Dendropsophus,aff parviceps,1.7,Hoja,Activo,0.55,18.2,,,4Bd141,,
761,RI,4,23/07/2015,9,67,50,3,23:36:00,1/1/00 00:16,00:05:00,282309,8562822,1009,,Hylidae,Dendropsophus,aff parviceps,1.7,Hoja,Cantando,0.5,18,,,4Bd140,,
762,RI,4,23/07/2015,9,67,50,3,23:36:00,1/1/00 00:16,00:13:00,-,-,-,-,Craugastoridae,Pristimantis,ockendeni,1.4,Hoja,Activo,0.3,14.1,,,4Bd139,,
763,RI,4,23/07/2015,9,67,50,3,23:36:00,1/1/00 00:16,00:10:00,282308,8562807,1013,19 L,Craugastoridae,Pristimantis,gagliardi,0.7,Hoja,Activo,0.25,13.9,,,4Bd138,,
764,RI,4,22/07/2015,9,67,50,3,23:36:00,1/1/00 00:16,23:51:00,282299,8562830,1000,,Craugastoridae,Pristimantis,ockendeni,1.3,Hoja,Alerta,0.25,16.8,,,4Bd137,,
765,RI,4,23/07/2015,10,30,500,5,23:36:00,1/1/00 00:00,20:58:00,281923,8563040,931,,Craugastoridae,Pristimantis,ockendeni,1.4,Hoja,Activo,0.4,14,,,4Bd152,,
766,LC,2,10/6/14 00:00,11,52,150,,23:36:00,00:06:00,23:41:00,desconocido,desconocido,desconocido,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,saltando,1.53,25.7,0,no tiene fotos,2Bd150,no,sin lineas
767,LC,2,10/6/14 00:00,11,52,150,4,23:36:00,00:06:00,23:54:00,8562746,282130,980,19L,Craugastoridae,Pristimantis,aff pharangobates,0,en hojarasca,saltando,0.44,16.8,0,no tiene fotos,2Bd149,no,
768,LC,2,10/6/14 00:00,11,52,150,,23:36:00,00:06:00,23:58:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.31,9.3,0,no tiene fotos,2Bd151,no,
769,AB,5,9/7/16 00:00,2,56,150,5,23:37:00,1/1/00 00:01,23:41:00,282292,8562957,976,19L,Craugastoridae,Pristimantis,danae,0,Suelo,Saltando,3.15,33.6,,,5Bd034,,GPS aproximado
770,AB,5,9/7/16 00:00,2,56,150,5,23:37:00,1/1/00 00:01,00:00:00,282292,8562957,976,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,1.18,24.1,,,5Bd035,,GPS aproximado
771,AB,5,9/7/16 00:00,2,56,150,5,23:37:00,1/1/00 00:01,23:59:00,282274,8562955,979,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,0.62,18.8,,,5Bd037,,
772,AB,5,9/7/16 00:00,2,56,150,5,23:37:00,1/1/00 00:01,23:57:00,282292,8562957,976,19L,Craugastoridae,Pristimantis,aff pharangobates,0.2,Hoja,Alerta,0.14,12.8,,,5Bd036,,GPS aproximado
773,RI,4,20/07/2015,7,44,250,4,23:37:00,00:07:00,23:45:00,-,-,-,-,Craugastoridae,Pristimantis,danae,0.3,Hoja,Alerta,1.55,24.9,,,4Bd101,,
774,RI,4,20/07/2015,7,44,250,4,23:37:00,00:07:00,23:51:00,-,-,-,-,Craugastoridae,Pristimantis,aff pharangobates,0,Hojarasca,Saltando,0.8,21,,,4Bd103,154492,
775,RI,4,20/07/2015,7,44,250,4,23:37:00,00:07:00,23:40:00,-,-,-,-,Craugastoridae,Pristimantis,ockendeni,1.5,Hoja,Alerta,0.3,15.5,,,4Bd102,,
776,AB,5,16/7/2016,8,70,50,6,23:38:00,23:58:00,23:56:00,282446,8562765,1023,19L,Bufonidae,Rhinella,tacana,0.3,Hoja,Alerta,2.37,29.1,,,5Bd160,,
777,AB,5,16/7/2016,8,70,50,6,23:38:00,23:58:00,23:50:00,282450,8562788,1048,19L,Craugastoridae,Pristimantis,danae,1.9,Hoja,Alerta,1.32,26.5,,,5Bd159,,GPS aproximado
778,AB,5,16/7/2016,8,70,50,6,23:38:00,23:58:00,23:58:00,282450,8562788,1048,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,0.85,19.9,,,5Bd158,,GPS aproximado
779,AB,5,16/7/2016,8,70,50,6,23:38:00,23:58:00,23:48:00,282450,8562788,1048,19L,Craugastoridae,Pristimantis,danae,0.15,Hoja,Alerta,0.84,21.6,,,5Bd161,,GPS aproximado
780,AB,5,16/7/2016,8,70,50,6,23:38:00,23:58:00,23:59:00,282450,8562788,1048,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Saltando,0.55,18.7,,,5Bd163,,GPS aproximado
781,AB,5,16/7/2016,8,70,50,6,23:38:00,23:58:00,23:40:00,282446,8562778,1026,19L,Leptodactylidae,Adenomera,andreae,0,Suelo,Alerta,0.45,16.3,,,5Bd162,,
782,LC,2,30/09/2014,5,69,50,,23:40:00,00:20:00,23:50:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Pristimantis,danae,60,sobre hoja,activo,1.6,25.3,0,no tiene fotos,2Bd092,no,
783,LC,2,30/09/2014,5,69,50,,23:40:00,00:20:00,00:00:00,8562829,282415,1031,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,atento,0.75,18.5,0,no tiene fotos,2Bd090,no,
784,LC,2,30/09/2014,5,69,50,3,23:40:00,00:20:00,23:52:00,8562836,282431,1033,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,saltando,0.75,19,0,no tiene fotos,2Bd089,no,
785,LC,2,30/09/2014,5,69,50,,23:40:00,00:20:00,23:47:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.12,11,0,no tiene fotos,2Bd093,no,
786,LC,2,30/09/2014,5,69,50,,23:40:00,00:20:00,23:56:00,desconocido,desconocido,desconocido,19L,Craugastoridae,Noblella,sp,10,sobre hoja,alerta,0.09,9.6,0,no tiene fotos,2Bd091,no,
787,EC,1,28/06/2014,10,57,150,3,23:40:00,00:20:00,23:45:00,-71.00652502,-12.99136796,999.21582,19 L,Craugastoridae,Pristimantis,danae,0,En hojarasca,Saltando,,24.25,,,Bd173,No colectado,Cerca al punto GPS
788,EC,1,28/06/2014,10,57,150,3,23:40:00,00:20:00,23:59:00,-71.00681897,-12.99141297,978.737366,19 L,Craugastoridae,Pristimantis,danae,0,En hojarasca,Saltando,,,,,,No colectado,Se escapo
789,DR,3,1/31/15 00:00,1,43,250,3,23:45:00,00:25:00,23:50:00,282167,8562972,1023,19 L,Bufonidae,Rhinella,tacana,0,Hojarasca,Alerta,2.78,31.8,-,no,3Bd008,no,
790,DR,3,2/1/15 00:00,1,43,250,3,23:45:00,00:25:00,00:17:00,282142,8562956,1024,19 L,Craugastoridae,Noblella,sp,0,Hojarasca,Saltando,0.1,10,-,no,3Bd009,no,La lluvia paro
791,DR,3,2/4/15 00:00,5,67,50,4,23:45:00,00:15:00,23:47:00,282315,8562850,1067,19 L,Bufonidae,Rhinella,tacana,0.3,Hoja,Activo,2.26,31.2,-,no,3Bd104,no,
792,DR,3,2/4/15 00:00,5,67,50,4,23:45:00,00:15:00,23:42:00,282320,8562854,1066,19 L,Craugastoridae,Pristimantis,danae,1,Hoja,Alerta,1.68,28.4,-,no,3Bd101,no,
793,DR,3,2/4/15 00:00,5,67,50,4,23:45:00,00:15:00,23:49:00,282307,8562845,964,19 L,Craugastoridae,Pristimantis,aff altamazonica,1.2,Hoja,Alerta,1.48,26,-,3768-3785,3Bd102,154430,
794,DR,3,2/5/15 00:00,5,67,50,4,23:45:00,00:15:00,00:12:00,282305,8562815,1069,19 L,Craugastoridae,Pristimantis,olivaceus,1.3,Hoja,Amplexus,1.27,25.2,-,3723-3731/3832-3836,3Bd105,154435,
795,DR,3,2/5/15 00:00,5,67,50,4,23:45:00,00:15:00,00:05:00,-,-,-,-,Craugastoridae,Pristimantis,danae,0.3,Hoja,Alerta,1.08,18.1,-,no,3Bd098,no,
796,DR,3,2/5/15 00:00,5,67,50,4,23:45:00,00:15:00,00:15:00,282306,8562823,1070,19 L,Craugastoridae,Pristimantis,gagliardi,1,Hoja,Saltando,0.68,20.6,-,3732-3754,3Bd103,154428,
797,DR,3,2/5/15 00:00,5,67,50,4,23:45:00,00:15:00,00:12:00,282305,8562815,1069,19 L,Craugastoridae,Pristimantis,olivaceus,1.3,Hoja,Amplexus,0.47,20.1,-,3723-3731/3837-3840,3Bd106,154434,
798,DR,3,2/4/15 00:00,5,67,50,4,23:45:00,00:15:00,23:52:00,282313,8562854,1068,19 L,Craugastoridae,Pristimantis,aff pharangobates,1.2,Hoja,Atento,0.23,13,-,no,3Bd099,no,
799,DR,3,2/4/15 00:00,5,67,50,4,23:45:00,00:15:00,00:00:00,282299,8562838,987,19 L,Bufonidae,Rhinella,tacana,0.6,Hoja,Atento,0.09,9.5,-,no,3Bd100,no,
800,RI,4,16/07/2015,3,68,50,5,23:50:00,00:14:00,00:00:00,282336.0448,8562870.848,1001.512756,19 L,Phyllomedusidae,Callimedusa,tomopterna,1.8,Hoja,Alerta,3.49,41.5,,,4Bd059,,
801,RI,4,16/07/2015,3,68,50,5,23:50:00,00:14:00,23:55:00,282323.1026,8562861.554,1001.190186,19 L,Craugastoridae,Pristimantis,danae,0.7,Hoja,Cantando,1.51,26.2,,,4Bd055,,
802,RI,4,17/07/2015,3,68,50,5,23:50:00,00:14:00,00:10:00,282345,8562853,1002,19 L,Centrolenidae,Cochranella,nola,1,Hoja,Activo,1.47,25.7,,,4Bd056,,
803,RI,4,17/07/2015,3,68,50,5,23:50:00,00:14:00,00:05:00,282341.6167,8562866.681,999.773499,19 L,Craugastoridae,Pristimantis,danae,1,Rama,Cantando,0.66,22.7,,,4Bd057,,
804,RI,4,16/07/2015,3,68,50,5,23:50:00,00:14:00,23:28:00,-,-,-,-,Craugastoridae,Pristimantis,danae,0,Hojarasca,Saltando,0.46,17.1,,,4Bd058,,
805,RI,4,17/07/2015,3,68,50,5,23:50:00,00:14:00,00:10:00,-,-,-,-,Craugastoridae,Noblella,sp,0,Hojarasca,Alerta,0.11,8.4,,,4Bd060,,
806,RI,4,19/07/2015,5,63,50,4,23:54:00,1/1/00 00:24,00:18:00,282213.2275,8562593.134,1010.049561,19 L,Craugastoridae,Pristimantis,danae,1.7,Hoja,Alerta,5.1,36.6,,,4Bd086,,
807,RI,4,19/07/2015,5,63,50,4,23:54:00,1/1/00 00:24,00:10:00,-,-,-,-,Bufonidae,Rhinella,tacana,0.5,Hoja,Cantando,2.3,30.5,,,4Bd084,,
808,RI,4,19/07/2015,5,63,50,4,23:54:00,1/1/00 00:24,00:07:00,282222,8562598,1014,,Hylidae,Dendropsophus,aff parviceps,0.3,Hoja,Activo,1.85,26.8,,,4Bd089,,
809,RI,4,18/07/2015,5,63,50,4,23:54:00,1/1/00 00:24,00:00:00,282230.7891,8562567.924,1018.639893,19 L,Bufonidae,Rhinella,tacana,0.7,Hoja,Alerta,1.4,24.2,,,4Bd083,,
810,RI,4,19/07/2015,5,63,50,4,23:54:00,1/1/00 00:24,00:22:00,282227.2751,8562614.484,1007.876404,19 L,Craugastoridae,Pristimantis,aff pharangobates,0.3,Hoja,Saltando,1.35,24.4,,,4Bd087,154485,
811,RI,4,19/07/2015,5,63,50,4,23:54:00,1/1/00 00:24,00:07:00,282222,8562598,1014,19 L,Hylidae,Dendropsophus,aff parviceps,0.3,Hoja,Activo,1.05,24.5,,,4Bd090,154487,
812,RI,4,19/07/2015,5,63,50,4,23:54:00,1/1/00 00:24,00:14:00,282220.4806,8562596.066,1009.239929,19 L,Craugastoridae,Pristimantis,gagliardi,0.7,Hoja,Alerta,0.7,17.2,,,4Bd085,154484,
813,RI,4,19/07/2015,5,63,50,4,23:54:00,1/1/00 00:24,00:07:00,282222,8562598,1014,19 L,Hylidae,Dendropsophus,aff parviceps,0.3,Hoja,Activo,0.6,20.1,,,4Bd091,154488,
814,RI,4,19/07/2015,5,63,50,4,23:54:00,1/1/00 00:24,00:19:00,282219,8562591,1014,19 L,Hylidae,Dendropsophus,aff parviceps,1.2,Hoja,Cantando,0.45,20.1,,,4Bd088,,
815,RI,4,15/07/2015,1,53,150,4,23:58:00,00:28:00,00:23:00,-,-,-,-,Bufonidae,Rhinella,tacana,0.8,Hoja,Activo,3.62,32.2,,,4Bd026,,
816,RI,4,15/07/2015,1,53,150,4,23:58:00,00:28:00,00:12:00,-,-,-,-,Craugastoridae,Pristimantis,danae,0.6,Tallo,Activo,3.07,33.6,,,4Bd027,,
817,RI,4,15/07/2015,1,53,150,4,23:58:00,00:28:00,00:15:00,-,-,-,-,Craugastoridae,Pristimantis,aff altamazonica,1,Rama,Alerta,1.29,24,,,4Bd028,154473,
818,DR,3,2/7/15 00:00,7,39,250,5,23:58:00,00:22:00,00:13:00,282014,8562767,1099,19 L,Rhinathrematidae,Epicrionops,bicolor,0,Hojarasca,Movilizandose,0.5,175.9,"12,5",no,3Bd162,154444,Garua
819,DR,3,2/7/15 00:00,7,39,250,5,23:58:00,00:22:00,00:15:00,282027,8562765,974,19 L,Bufonidae,Rhinella,tacana,1,Hoja,Alerta,0.16,12.3,-,no,3Bd163,no,Garua
820,DR,3,2/7/15 00:00,7,39,250,5,23:58:00,00:22:00,00:19:00,282055,8562765,983,19 L,Leptodactylidae,Adenomera,andreae,0,Hojarasca,Alerta,0.08,9,-,no,3Bd164,no,Garua
